label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
G,0.28307199478149414,0.8575385808944702,2.6644323725122376e-07,0.28152668476104736,0.7701083421707153,-0.01681624911725521,0.315991073846817,0.6869888305664062,-0.029893189668655396,0.361758828163147,0.6642464399337769,-0.03730667755007744,0.39436450600624084,0.6886025667190552,-0.044378358870744705,0.317772775888443,0.7237662076950073,-0.052140332758426666,0.3721006214618683,0.7217795252799988,-0.0691119059920311,0.40839117765426636,0.7187802195549011,-0.0762702152132988,0.43612509965896606,0.7215760946273804,-0.08120518177747726,0.33260035514831543,0.79447340965271,-0.0512271486222744,0.40700677037239075,0.7666754722595215,-0.07523738592863083,0.3994874358177185,0.7688371539115906,-0.07639563828706741,0.37848377227783203,0.7818337678909302,-0.07205065339803696,0.3459966480731964,0.8604298830032349,-0.04820463806390762,0.41239336133003235,0.8272530436515808,-0.06706719845533371,0.39866650104522705,0.8266907334327698,-0.05582363158464432,0.37525585293769836,0.8356268405914307,-0.04277552664279938,0.35785984992980957,0.9146420359611511,-0.04552554711699486,0.40857046842575073,0.8743386268615723,-0.056698448956012726,0.3983044922351837,0.8705124855041504,-0.04734218493103981,0.3788260519504547,0.8841003179550171,-0.03739972785115242
G,0.2787598669528961,0.8211568593978882,1.2422189854532917e-07,0.2863176763057709,0.7231941819190979,-0.00043899519369006157,0.3223443329334259,0.6391817927360535,-0.008556842803955078,0.36614787578582764,0.6026424169540405,-0.015577726997435093,0.40011563897132874,0.6087254285812378,-0.022629287093877792,0.3358675241470337,0.6440945863723755,-0.03402112051844597,0.4141003489494324,0.6377511024475098,-0.045529913157224655,0.45499980449676514,0.6365683078765869,-0.04963770881295204,0.4857311248779297,0.635628342628479,-0.05287189036607742,0.3476163148880005,0.7099504470825195,-0.040079325437545776,0.4160509705543518,0.6880435943603516,-0.05394498258829117,0.39913272857666016,0.6977019906044006,-0.04824569821357727,0.37394416332244873,0.7048060297966003,-0.04261380806565285,0.35828572511672974,0.772173285484314,-0.043610572814941406,0.41937145590782166,0.739818811416626,-0.05120229721069336,0.40348324179649353,0.7506765127182007,-0.03389988839626312,0.3813849091529846,0.7591685652732849,-0.0214725062251091,0.36699897050857544,0.8289922475814819,-0.04691397026181221,0.41563302278518677,0.7878076434135437,-0.047502823173999786,0.4014368951320648,0.7980672717094421,-0.031834088265895844,0.3834669291973114,0.8126487135887146,-0.020250706002116203
G,0.292893648147583,0.8097928166389465,1.4148338323138887e-07,0.30177879333496094,0.7095047235488892,-0.003312205895781517,0.3413161039352417,0.644223153591156,-0.010783769190311432,0.3868699371814728,0.6320188045501709,-0.016598450019955635,0.4172295331954956,0.6535202264785767,-0.022327115759253502,0.3500460982322693,0.6465059518814087,-0.03227747604250908,0.423829048871994,0.6396738886833191,-0.04070359840989113,0.46235060691833496,0.6338421106338501,-0.04204658791422844,0.4922589063644409,0.6303946375846863,-0.043073687702417374,0.363200306892395,0.7155901789665222,-0.035365913063287735,0.4246947765350342,0.6867942810058594,-0.04626253992319107,0.41084104776382446,0.684425413608551,-0.04028816148638725,0.3901589512825012,0.6933777332305908,-0.03390515223145485,0.37407931685447693,0.7743679285049438,-0.0363168939948082,0.42395976185798645,0.7340494990348816,-0.041520606726408005,0.4108176827430725,0.7335620522499084,-0.02763080969452858,0.39214152097702026,0.743377149105072,-0.017013994976878166,0.3824474513530731,0.8229091167449951,-0.03735830634832382,0.4222473204135895,0.774992823600769,-0.035682834684848785,0.4111480116844177,0.7750993967056274,-0.02240932546555996,0.39595550298690796,0.7892082333564758,-0.012440021149814129
G,0.29339152574539185,0.8138504028320312,1.3606550908207282e-07,0.30295422673225403,0.7160064578056335,-0.0038107295986264944,0.34104853868484497,0.6474370360374451,-0.011805037036538124,0.38631322979927063,0.6310029029846191,-0.0179170910269022,0.4173998534679413,0.6505728960037231,-0.02393696829676628,0.3499417006969452,0.6542847156524658,-0.03400802984833717,0.42315834760665894,0.6409703493118286,-0.04286087304353714,0.46049004793167114,0.6332818865776062,-0.04455171152949333,0.4895954132080078,0.6288793683052063,-0.04585011675953865,0.3637806177139282,0.7215412259101868,-0.036843448877334595,0.4251053035259247,0.6881135702133179,-0.04750398173928261,0.41013744473457336,0.6870061755180359,-0.04068922623991966,0.38924795389175415,0.6978814005851746,-0.033891256898641586,0.3746587038040161,0.7789843082427979,-0.03756034001708031,0.42432910203933716,0.7376137375831604,-0.042466893792152405,0.40990447998046875,0.7376125454902649,-0.02780861034989357,0.39076727628707886,0.7488130331039429,-0.016850261017680168,0.38286733627319336,0.8273205161094666,-0.0384332500398159,0.4226257801055908,0.7798067331314087,-0.036767587065696716,0.4107699990272522,0.7796398401260376,-0.02331158146262169,0.39509403705596924,0.7943238615989685,-0.013333232142031193
G,0.29738593101501465,0.8292170763015747,1.0067159195159547e-07,0.3051645755767822,0.7305154800415039,-0.003404316259548068,0.34243130683898926,0.6593936085700989,-0.009640421718358994,0.38816943764686584,0.641094446182251,-0.014085854403674603,0.41894960403442383,0.6643399596214294,-0.018495427444577217,0.356531023979187,0.6702061891555786,-0.028087837621569633,0.4283219575881958,0.6587731242179871,-0.03518010303378105,0.466006338596344,0.6514808535575867,-0.03607374057173729,0.49555909633636475,0.6472713947296143,-0.03719325363636017,0.37163856625556946,0.7362053394317627,-0.030605848878622055,0.43117865920066833,0.7034682631492615,-0.041274476796388626,0.4158197045326233,0.7039958238601685,-0.03586781769990921,0.39414459466934204,0.7157240509986877,-0.02941087633371353,0.3831820487976074,0.7930256128311157,-0.031165705993771553,0.42918500304222107,0.7516992092132568,-0.037022847682237625,0.4148670434951782,0.7538872361183167,-0.024302853271365166,0.3963989317417145,0.7658229470252991,-0.013962866738438606,0.3914998173713684,0.8405259251594543,-0.03172406181693077,0.42731818556785583,0.7919645309448242,-0.03173447400331497,0.41586852073669434,0.7938218116760254,-0.020210180431604385,0.40133875608444214,0.8097266554832458,-0.011055104434490204
G,0.2978711724281311,0.8319060206413269,1.0313382858839759e-07,0.3098541498184204,0.7323001027107239,-0.0013596550561487675,0.35086891055107117,0.6684841513633728,-0.007532480638474226,0.3950154781341553,0.6568619012832642,-0.012956187129020691,0.424806147813797,0.6785922050476074,-0.01835976168513298,0.36311402916908264,0.6653293371200562,-0.026668988168239594,0.43551182746887207,0.6529093980789185,-0.03456924483180046,0.4733037054538727,0.6470903158187866,-0.0358995757997036,0.5021745562553406,0.6430326700210571,-0.0369688905775547,0.3758355379104614,0.7339794635772705,-0.030922405421733856,0.43574902415275574,0.7101064920425415,-0.04233313351869583,0.42042556405067444,0.7115960121154785,-0.03725605830550194,0.39760228991508484,0.7210435271263123,-0.031130703166127205,0.38504865765571594,0.7955533862113953,-0.033133622258901596,0.43130728602409363,0.7613555192947388,-0.038434743881225586,0.41714414954185486,0.7647528052330017,-0.02487933449447155,0.39789560437202454,0.7746469974517822,-0.014394325204193592,0.3910524249076843,0.8466922044754028,-0.03536050766706467,0.4273272156715393,0.8044957518577576,-0.032922085374593735,0.4153105616569519,0.807661235332489,-0.01915646716952324,0.4003298580646515,0.8216371536254883,-0.008849256671965122
G,0.3124304711818695,0.8286372423171997,7.665444456961268e-08,0.3192572593688965,0.7305923700332642,-0.0070531838573515415,0.357048362493515,0.658500075340271,-0.013911784626543522,0.40323764085769653,0.645404040813446,-0.017835240811109543,0.43124741315841675,0.6747840642929077,-0.021535107865929604,0.3730335235595703,0.6923916339874268,-0.03302263841032982,0.44485652446746826,0.6757017374038696,-0.0404302142560482,0.48127028346061707,0.6658504009246826,-0.04142465442419052,0.5097463726997375,0.6613121032714844,-0.0429794006049633,0.38564497232437134,0.7599813342094421,-0.03318195790052414,0.4473972022533417,0.7229070663452148,-0.04375385493040085,0.43350839614868164,0.7144838571548462,-0.03783271461725235,0.41309747099876404,0.7239067554473877,-0.03141036257147789,0.39428040385246277,0.8139704465866089,-0.03156302869319916,0.44406190514564514,0.7687708735466003,-0.03748689219355583,0.4294949471950531,0.7629877924919128,-0.02483275532722473,0.4103368818759918,0.7745587825775146,-0.014837541617453098,0.4001884162425995,0.8573471307754517,-0.030325740575790405,0.4386841952800751,0.8107921481132507,-0.03283068537712097,0.42703408002853394,0.804969847202301,-0.023604856804013252,0.41107282042503357,0.818816065788269,-0.015979044139385223
G,0.31688642501831055,0.8158621788024902,8.055962297248698e-08,0.32402297854423523,0.7185227274894714,-0.004577182698994875,0.3603348135948181,0.651616632938385,-0.011185521259903908,0.40548965334892273,0.6367822885513306,-0.015524064190685749,0.434533029794693,0.6588958501815796,-0.019840111956000328,0.3782595992088318,0.6713135242462158,-0.0316646471619606,0.4485303461551666,0.6586740016937256,-0.039070047438144684,0.48547619581222534,0.6525300741195679,-0.04035574570298195,0.5143612027168274,0.650733470916748,-0.04170547053217888,0.3922123908996582,0.7380378246307373,-0.032815396785736084,0.4456242024898529,0.705784797668457,-0.04148836061358452,0.4309484362602234,0.6997032165527344,-0.03493872657418251,0.4109569787979126,0.7100954651832581,-0.028855491429567337,0.4012961685657501,0.7932950258255005,-0.03199852630496025,0.4429337978363037,0.7535040974617004,-0.035730380564928055,0.42960867285728455,0.7500277161598206,-0.02257421985268593,0.41177424788475037,0.7614395618438721,-0.013148939236998558,0.40716442465782166,0.8387140035629272,-0.03139486536383629,0.4410707652568817,0.7958499789237976,-0.030763396993279457,0.42922237515449524,0.793589174747467,-0.019372617825865746,0.4141009449958801,0.8079941272735596,-0.010698342695832253
G,0.3112978935241699,0.7968176007270813,2.005396879667387e-07,0.3216988444328308,0.7209365367889404,-0.010516321286559105,0.35697269439697266,0.6562424302101135,-0.022975414991378784,0.39898499846458435,0.6445181965827942,-0.03127254918217659,0.4289436340332031,0.6672665476799011,-0.03890521824359894,0.35008004307746887,0.6782455444335938,-0.050489477813243866,0.4165155291557312,0.672022819519043,-0.06764988601207733,0.45358768105506897,0.6729464530944824,-0.07525750994682312,0.4818422794342041,0.6766597032546997,-0.08032596111297607,0.35667216777801514,0.7437517642974854,-0.05189217999577522,0.42732909321784973,0.7185138463973999,-0.07339022308588028,0.41218918561935425,0.7179199457168579,-0.07040885835886002,0.38874688744544983,0.7225689888000488,-0.06450241804122925,0.3652206361293793,0.7993656396865845,-0.05123323202133179,0.42455291748046875,0.7681458592414856,-0.06391754001379013,0.40886566042900085,0.7676892280578613,-0.049119096249341965,0.38840997219085693,0.7738132476806641,-0.036285292357206345,0.37343594431877136,0.8442145586013794,-0.051228512078523636,0.4215152859687805,0.8111746311187744,-0.05684273689985275,0.4087613821029663,0.8080285787582397,-0.04560777544975281,0.39130327105522156,0.8163274526596069,-0.03621070459485054
G,0.3192617893218994,0.7934085130691528,9.988120552861801e-08,0.3260328769683838,0.7112850546836853,-0.007142394315451384,0.3598617911338806,0.6410534381866455,-0.016068823635578156,0.4038621783256531,0.622898280620575,-0.02198738418519497,0.43273013830184937,0.6463503241539001,-0.027881821617484093,0.37593162059783936,0.6621844172477722,-0.037924475967884064,0.445756196975708,0.6550536155700684,-0.04740927740931511,0.48210611939430237,0.6509782075881958,-0.049802862107753754,0.5092393159866333,0.6506182551383972,-0.05215451121330261,0.3856534957885742,0.7271943092346191,-0.038843248039484024,0.44794249534606934,0.7010834813117981,-0.05293874070048332,0.43384507298469543,0.6997485160827637,-0.04833053797483444,0.41184452176094055,0.7072712182998657,-0.042615652084350586,0.39385825395584106,0.7825179100036621,-0.037661656737327576,0.4460379481315613,0.7515274882316589,-0.045593466609716415,0.4322999119758606,0.750612199306488,-0.031962282955646515,0.4129844903945923,0.757483184337616,-0.021441340446472168,0.4002983868122101,0.8276707530021667,-0.03676452860236168,0.44180023670196533,0.7911438941955566,-0.03978743776679039,0.42908719182014465,0.7902984619140625,-0.029392151162028313,0.41332000494003296,0.8009300231933594,-0.021233849227428436
